cefr_level,category,lemma,term,translation,article,aliases
B2,nouns,Meter,der Meter,metre,der,
B2,adverbs,mindestens,mindestens,"at a/the minimum, at least",,
B2,adverbs,selber,selber,oneself,,
B2,nouns,Sicherheit,die Sicherheit,certitude,die,
B2,nouns,Spieler,der Spieler,player,der,
B2,nouns,Erster,der Erster,first,der,
B2,nouns,Gefühl,der Gefühl,hunch,der,
B2,nouns,Laufen,der Laufen,operation,der,
B2,nouns,Saison,der Saison,season,der,
B2,adverbs,weiterhin,weiterhin,still,,
B2,nouns,Ziehen,der Ziehen,pull,der,
B2,adverbs,überall,überall,"here, there and everywhere",,
B2,nouns,Bahn,der Bahn,pathway,der,
B2,nouns,Berliner,der Berliner,doughnut,der,
B2,nouns,Dezember,der Dezember,December,der,
B2,nouns,Gesicht,der Gesicht,facies,der,
B2,nouns,Monat,der Monat,months,der,
B2,adverbs,somit,somit,thus,,
B2,adverbs,toll,toll,show-stopping,,
B2,nouns,Tragen,der Tragen,stretchers,der,
B2,nouns,Vergleich,der Vergleich,collation,der,
B2,nouns,Gemeinde,die Gemeinde,demos,die,
B2,nouns,Herz,der Herz,heart,der,
B2,nouns,Januar,der Januar,January,der,
B2,adverbs,jeweils,jeweils,from time to time,,
B2,nouns,Nutzen,der Nutzen,cutout,der,
B2,nouns,Nähe,die Nähe,vicinity,die,
B2,nouns,Sinn,der Sinn,meaning,der,
B2,nouns,Stuttgart,der Stuttgart,Stuttgart,der,
B2,adverbs,vorher,vorher,before,,
B2,adverbs,bereit,bereit,poised to …,,
B2,nouns,Daten,der Daten,data,der,
B2,adverbs,falsch,falsch,recreant,,
B2,adverbs,fertig,fertig,beat,,
B2,nouns,Foto,der Foto,picture,der,
B2,adverbs,häufig,häufig,frequent,,
B2,nouns,Interesse,die Interesse,care,die,
B2,nouns,Kultur,die Kultur,culture,die,
B2,nouns,König,der König,king,der,
B2,nouns,Luft,der Luft,elbow room,der,
B2,nouns,Reihe,die Reihe,array,die,
B2,nouns,Stimme,die Stimme,sheet music for a part,die,
B2,nouns,Boden,der Boden,soil,der,
B2,nouns,Bruder,der Bruder,brother,der,
B2,nouns,Erreichen,das Erreichen,achievement,das,
B2,nouns,Februar,der Februar,February,der,
B2,nouns,Frankreich,der Frankreich,France,der,
B2,nouns,Fussball,der Fussball,football,der,
B2,adverbs,heraus,heraus,out,,
B2,nouns,Information,die Information,information,die,
B2,nouns,Kritik,die Kritik,criticism,die,
B2,nouns,Opfer,der Opfer,dweeb,der,
B2,adverbs,plötzlich,plötzlich,with a rush,,
B2,nouns,Region,der Region,region,der,
B2,adverbs,schwarz,schwarz,black,,
B2,nouns,Situation,die Situation,situation,die,
B2,nouns,Sonntag,der Sonntag,Sunday,der,
B2,adverbs,unten,unten,down,,
B2,nouns,Warten,der Warten,control rooms,der,
B2,nouns,Wirtschaft,die Wirtschaft,economy,die,
B2,nouns,Bevölkerung,die Bevölkerung,population,die,
B2,adverbs,darin,darin,therein,,
B2,nouns,Firma,das Firma,company,das,
B2,verbs,gewinnen,gewinnen,obtain sth.,,
B2,nouns,Kreis,der Kreis,district,der,
B2,nouns,Körper,der Körper,body,der,
B2,nouns,Mitglied,der Mitglied,members,der,
B2,nouns,Punkt,der Punkt,dot,der,
B2,nouns,Typ,der Typ,type,der,
B2,nouns,Verein,der Verein,association,der,
B2,verbs,verwenden,verwenden,utilized,,
B2,nouns,Ausbildung,die Ausbildung,training,die,
B2,nouns,Beginn,der Beginn,dawn,der,
B2,adverbs,beispielsweise,beispielsweise,for example,,
B2,adverbs,deswegen,deswegen,for that reason,,
B2,nouns,Ergebnis,der Ergebnis,discovery,der,
B2,nouns,Eure,die Eure,Eure,die,
B2,nouns,Freundin,der Freundin,friend,der,
B2,nouns,Grüne,die Grüne,Green Party,die,
B2,nouns,Licht,der Licht,lighting,der,
B2,nouns,Markt,der Markt,market place,der,
B2,adverbs,mittlerweile,mittlerweile,meanwhile,,
B2,adverbs,offen,offen,open-minded,,
B2,nouns,Politiker,der Politiker,politician,der,
B2,nouns,Regel,der Regel,menstrual cycle,der,
B2,nouns,Russland,der Russland,Russia,der,
B2,nouns,Staat,der Staat,country,der,
B2,nouns,Acht,der Acht,eight,der,
B2,nouns,Bedeutung,die Bedeutung,magnitude,die,
B2,nouns,Fallen,der Fallen,favour,der,
B2,nouns,Hälfte,die Hälfte,half,die,
B2,nouns,Programm,der Programm,program,der,
B2,verbs,reichen,reichen,lasts out,,
B2,nouns,Schüler,der Schüler,disciple,der,
B2,adverbs,selten,selten,once in a blue moon,,
B2,nouns,Sieben,der Sieben,seven,der,
B2,nouns,Text,der Text,lyrics,der,
B2,adverbs,unbedingt,unbedingt,unconditionally,,
B2,adverbs,unterwegs,unterwegs,in transit,,
B2,nouns,Verbindung,die Verbindung,bedfellows,die,
B2,adverbs,wenigstens,wenigstens,at least,,
B2,nouns,Zeitung,die Zeitung,newspaper,die,
B2,adverbs,zuvor,zuvor,before,,
B2,nouns,Ahnung,die Ahnung,intuitiveness,die,
B2,nouns,Bürger,der Bürger,bourgeois,der,
B2,verbs,funktionieren,funktionieren,gone,,
B2,nouns,Grad,der Grad,degree,der,
B2,adjectives,grösste,grösste,major,,
B2,nouns,Kampf,der Kampf,fight,der,
B2,nouns,Projekt,der Projekt,project,der,
B2,nouns,Präsident,der Präsident,president,der,
B2,nouns,Sport,der Sport,sport,der,
B2,nouns,Zimmer,der Zimmer,room,der,
B2,adverbs,zuerst,zuerst,at first,,
B2,adverbs,alleine,alleine,alone,,
B2,nouns,Druck,der Druck,buffeting,der,
B2,adverbs,entfernt,entfernt,taken off,,
B2,adverbs,genauso,genauso,just the same,,
B2,nouns,Herren,der Herren,taskmasters,der,
B2,adverbs,lediglich,lediglich,merely,,
B2,nouns,Liste,die Liste,laundry list,die,
B2,nouns,Schauen,der Schauen,fairs,der,
B2,adverbs,soweit,soweit,as far as,,
B2,nouns,Stimmen,der Stimmen,voices,der,
B2,nouns,Wochenende,die Wochenende,weekend,die,
B2,verbs,bieten,bieten,bids,,
B2,adverbs,durchaus,durchaus,conceivably,,
B2,verbs,erwarten,erwarten,waited for,,
B2,adverbs,inzwischen,inzwischen,meanwhile,,
B2,adverbs,komplett,komplett,unmitigated,,
B2,adverbs,niemals,niemals,hardly ever,,
B2,nouns,Schau,der Schau,fair,der,
B2,nouns,Schritt,der Schritt,crotch,der,
B2,nouns,Unterstützung,die Unterstützung,aid money,die,
B2,nouns,Verfügung,die Verfügung,arrangement,die,
B2,nouns,Verlassen,der Verlassen,quitting,der,
B2,verbs,wählen,wählen,vote,,
B2,nouns,Bett,der Bett,bed,der,
B2,adverbs,erneut,erneut,once again,,
B2,nouns,Gefahr,der Gefahr,threat,der,
B2,verbs,fällen,fällen,pleases,,
B2,verbs,nennen,nennen,named,,
B2,nouns,Linie,die Linie,line,die,
B2,nouns,Natur,die Natur,nature,die,
B2,nouns,Schuld,der Schuld,guilt,der,
B2,nouns,Top,der Top,top,der,
B2,nouns,Wahrheit,die Wahrheit,verisimilitude,die,
B2,adverbs,knapp,knapp,narrow,,
B2,nouns,Live,die Live,Livonian,die,
B2,nouns,Mannschaft,die Mannschaft,crew,die,
B2,nouns,Ordnung,die Ordnung,adjustment,die,
B2,nouns,Paris,der Paris,Paris,der,
B2,nouns,Reich,der Reich,empire,der,
B2,nouns,Rot,der Rot,hearts,der,
B2,nouns,Samstag,der Samstag,Saturday,der,
B2,nouns,Satz,der Satz,statement,der,
B2,verbs,teilen,teilen,partition,,
B2,adverbs,vermutlich,vermutlich,supposed,,
B2,nouns,Aufgabe,die Aufgabe,job,die,
B2,nouns,Chef,der Chef,chief,der,
B2,nouns,Dollar,der Dollar,dollar,der,
B2,nouns,Fotos,der Fotos,pictures,der,
B2,nouns,Lehrer,der Lehrer,teacher,der,
B2,nouns,Leipzig,der Leipzig,Leipzig,der,
B2,nouns,Runde,die Runde,round,die,
B2,nouns,Scheiss,der Scheiss,crap,der,
B2,nouns,Schluss,der Schluss,closure,der,
B2,nouns,Serie,die Serie,television series,die,
B2,adverbs,total,total,utter,,
B2,adverbs,ähnlich,ähnlich,similar,,
B2,nouns,Bank,der Bank,bank,der,
B2,nouns,Beitrag,der Beitrag,portion,der,
B2,nouns,Erkennen,der Erkennen,recognition,der,
B2,nouns,Freitag,der Freitag,Friday,der,
B2,nouns,Gebäude,die Gebäude,building,die,
B2,nouns,Gesetz,der Gesetz,law,der,
B2,nouns,Hotel,der Hotel,hotel,der,
B2,adverbs,jedenfalls,jedenfalls,anyhow,,
B2,nouns,Nah,der Nah,head and shoulder close-up,der,
B2,verbs,ziehen,ziehen,wrenches,,
B2,nouns,Zug,der Zug,strain,der,
B2,adverbs,aktuell,aktuell,topical,,
B2,nouns,Bewegung,die Bewegung,moving,die,
B2,nouns,China,der China,China,der,
B2,adverbs,ehrlich,ehrlich,sincere,,
B2,nouns,Erde,die Erde,Earth,die,
B2,nouns,Erfahren,der Erfahren,experience,der,
B2,nouns,Gewalt,der Gewalt,power,der,
B2,nouns,Gold,der Gold,gold,der,
B2,verbs,gründen,gründen,institute,,
B2,nouns,Nix,der Nix,merman,der,
B2,nouns,Nummer,der Nummer,act,der,
B2,nouns,Sieg,der Sieg,victory,der,
B2,nouns,Sitzen,der Sitzen,sitting,der,
B2,nouns,Start,der Start,launching,der,
B2,nouns,Tür,der Tür,door,der,
B2,nouns,Universität,die Universität,university,die,
B2,verbs,verdienen,verdienen,deserved,,
B2,nouns,Aktiv,der Aktiv,active,der,
B2,nouns,Besuch,der Besuch,visit,der,
B2,nouns,Bildung,die Bildung,formal education,die,
B2,adverbs,darunter,darunter,between,,
B2,nouns,Englisch,der Englisch,English,der,
B2,adverbs,glücklich,glücklich,happily,,
B2,adverbs,hart,hart,draconian,,
B2,adverbs,irgendwann,irgendwann,sometime,,
B2,nouns,Linken,der Linken,leftists,der,
B2,adverbs,offenbar,offenbar,confessedly,,
B2,nouns,Post,der Post,post,der,
B2,nouns,Rest,der Rest,tail,der,
B2,nouns,Ruhe,die Ruhe,relaxation,die,
B2,nouns,Werk,der Werk,plant,der,
B2,adverbs,drin,drin,within,,
B2,nouns,Fan,der Fan,supporters,der,
B2,nouns,Fenster,der Fenster,box,der,
B2,nouns,Freiheit,die Freiheit,liberty,die,
B2,nouns,Hannover,der Hannover,Hannover,der,
B2,nouns,Schönen,der Schönen,belles,der,
B2,nouns,Stolz,der Stolz,ego,der,
B2,nouns,Verfahren,der Verfahren,procedure,der,
B2,verbs,verkaufen,verkaufen,purveyed,,
B2,nouns,Versuchen,das Versuchen,experiments,das,
B2,nouns,Vorstellen,der Vorstellen,showcasing,der,
B2,nouns,Zeichen,das Zeichen,sign,das,
B2,adverbs,zuletzt,zuletzt,in the end,,
B2,adverbs,absolut,absolut,whatsoever,,
B2,nouns,Auswahl,der Auswahl,choice,der,
B2,adverbs,derzeit,derzeit,currently,,
B2,adverbs,erfolgreich,erfolgreich,successful,,
B2,nouns,Freude,die Freude,joy,die,
B2,adverbs,interessiert,interessiert,bright-eyed,,
B2,nouns,Leistung,die Leistung,service,die,
B2,verbs,lieben,lieben,love,,
B2,nouns,Montag,der Montag,Monday,der,
B2,nouns,Plan,der Plan,layout,der,
B2,adverbs,regelmässig,regelmässig,will,,
B2,nouns,Versuch,der Versuch,experiment,der,
B2,nouns,Vertrag,der Vertrag,treaty,der,
B2,nouns,Arzt,der Arzt,medical doctor,der,
B2,adverbs,daraus,daraus,out of it,,
B2,adverbs,erstmals,erstmals,for the first time,,
B2,nouns,Grenze,die Grenze,limits,die,
B2,nouns,Hund,der Hund,mine car,der,
B2,nouns,Sicht,der Sicht,spin,der,
B2,nouns,Zeitpunkt,der Zeitpunkt,date,der,
B2,nouns,Anzahl,der Anzahl,number,der,
B2,nouns,Baden,der Baden,bathing,der,
B2,nouns,Bau,der Bau,fabric,der,
B2,nouns,Grösse,die Grösse,magnitude,die,
B2,nouns,Hintergrund,der Hintergrund,picture background,der,
B2,adverbs,immerhin,immerhin,for all that,,
B2,nouns,Lust,der Lust,zest,der,
B2,nouns,Meister,der Meister,professional,der,
B2,nouns,Regeln,der Regeln,rules,der,
B2,nouns,Sonne,die Sonne,sun,die,
B2,nouns,Tier,der Tier,animals,der,
B2,verbs,tragen,tragen,bears,,
B2,nouns,Volk,der Volk,people of an area,der,
B2,nouns,Arsch,der Arsch,arse,der,
B2,nouns,Bestehen,der Bestehen,existence,der,
B2,nouns,Grenzen,der Grenzen,limit,der,
B2,nouns,Handy,der Handy,mobile phone,der,
B2,nouns,Kaffee,die Kaffee,coffee,die,
B2,nouns,Kontakt,der Kontakt,contact,der,
B2,nouns,Laden,der Laden,chests,der,
B2,adverbs,lustig,lustig,frolicsome,,
B2,nouns,Mittel,der Mittel,remedy,der,
B2,nouns,Perfekt,der Perfekt,present perfect tense,der,
B2,nouns,Position,die Position,function,die,
B2,nouns,Schloss,der Schloss,palace,der,
B2,nouns,Schutz,der Schutz,defence,der,
B2,nouns,Studium,das Studium,course of study,das,
B2,adverbs,ständig,ständig,persistent,,
B2,nouns,Unterschied,der Unterschied,contrast,der,
B2,nouns,Verkaufen,der Verkaufen,selling,der,
B2,nouns,Wagen,der Wagen,car,der,
B2,nouns,Winter,der Winter,winter,der,
B2,adverbs,zusätzlich,zusätzlich,out of the usual way of things,,
B2,adverbs,anschliessend,anschliessend,affiliating,,
B2,verbs,benutzen,benutzen,used,,
B2,verbs,heissen,heissen,mean,,
B2,nouns,Italien,der Italien,Italy,der,
B2,nouns,Legen,der Legen,placement,der,
B2,nouns,Leid,der Leid,woe,der,
B2,nouns,London,der London,London,der,
B2,nouns,Quelle,die Quelle,well,die,
B2,nouns,Sachsen,der Sachsen,Saxons,der,
B2,nouns,Studie,die Studie,sketch,die,
B2,nouns,Technik,die Technik,technics,die,
B2,nouns,Union,der Union,union,der,
B2,nouns,Urlaub,der Urlaub,leave,der,
B2,verbs,welchen,welchen,who,,
B2,nouns,Werbung,die Werbung,recruitment,die,
B2,nouns,Amt,der Amt,office,der,
B2,nouns,Bier,der Bier,beer,der,
B2,nouns,Club,der Club,club,der,
B2,verbs,draussen,draussen,out,,
B2,nouns,Fällen,der Fällen,fell,der,
B2,nouns,Fühlen,der Fühlen,feeling,der,
B2,nouns,Gebiet,der Gebiet,area,der,
B2,nouns,Gericht,der Gericht,court,der,
B2,nouns,Himmel,der Himmel,canopy,der,
B2,nouns,Jahrhundert,der Jahrhundert,century,der,
B2,nouns,Jugend,der Jugend,youth,der,
B2,nouns,Massnahmen,der Massnahmen,measures,der,
B2,adverbs,möglichst,möglichst,if possible,,
B2,adverbs,persönlich,persönlich,personal,,
B2,verbs,schlafen,schlafen,sleep,,
B2,nouns,Teilnehmer,der Teilnehmer,participant,der,
B2,nouns,Tief,der Tief,depression,der,
B2,prepositions,voller,voller,drunker,,
B2,nouns,Willkommen,der Willkommen,welcome,der,
B2,nouns,Bauen,der Bauen,constructing,der,
B2,nouns,Energie,die Energie,energy,die,
B2,verbs,erinnern,erinnern,been evocative,,
B2,nouns,Fuss,der Fuss,base,der,
B2,nouns,Herzen,der Herzen,hearts,der,
B2,nouns,Hoffnung,die Hoffnung,hope,die,
B2,verbs,holen,holen,summon,,
B2,nouns,Kilometer,der Kilometer,kilometre,der,
B2,adverbs,relativ,relativ,relative,,
B2,nouns,Schweizer,der Schweizer,milker,der,
B2,nouns,Show,der Show,show,der,
B2,nouns,Sterben,der Sterben,death,der,
B2,adverbs,stets,stets,always,,
B2,nouns,Trainer,der Trainer,football manager,der,
B2,nouns,Version,der Version,rendition,der,
B2,nouns,Wald,der Wald,wood,der,
B2,nouns,Abschluss,der Abschluss,close,der,
B2,verbs,aufnehmen,aufnehmen,absorbed,,
B2,nouns,Basis,der Basis,footing,der,
B2,adverbs,dahin,dahin,there,,
B2,nouns,Gespräch,der Gespräch,interview,der,
B2,adverbs,irgendwo,irgendwo,somewhere,,
B2,nouns,Möglichkeiten,der Möglichkeiten,opportunities,der,
B2,nouns,Müller,der Müller,miller,der,
B2,adverbs,nötig,nötig,required,,
B2,nouns,Partner,der Partner,partner,der,
B2,nouns,Party,der Party,bash,der,
B2,nouns,Qualität,die Qualität,amenity,die,
B2,nouns,Richter,der Richter,judge,der,
B2,nouns,Schaden,der Schaden,impairment,der,
B2,nouns,See,die See,inland lake,die,
B2,nouns,Tor,der Tor,fool,der,
B2,adverbs,täglich,täglich,by the day,,
B2,adverbs,wahr,wahr,real,,
B2,nouns,Aktion,die Aktion,operation,die,
B2,nouns,App,der App,mobile application program,der,
B2,adverbs,ausschliesslich,ausschliesslich,exclusive,,
B2,nouns,Dresden,der Dresden,Dresden,der,
B2,adverbs,froh,froh,joyous,,
B2,nouns,Funktion,die Funktion,feature,die,
B2,verbs,nutzen,nutzen,utilized,,
B2,adverbs,hinten,hinten,aft,,
B2,nouns,Inhalt,der Inhalt,capacity,der,
B2,nouns,Kontrolle,die Kontrolle,control,die,
B2,nouns,Leisten,der Leisten,guide rails,der,
B2,nouns,Rücken,der Rücken,book spine,der,
B2,nouns,Vergangenheit,die Vergangenheit,past,die,
B2,nouns,Vertrauen,der Vertrauen,faith,der,
B2,verbs,wirken,wirken,takes effect,,
B2,nouns,Zustand,der Zustand,trim,der,
B2,nouns,Aussehen,der Aussehen,appearance,der,
B2,verbs,bewusst,bewusst,intentionally,,
B2,nouns,Bremen,der Bremen,Bremen,der,
B2,nouns,Damen,der Damen,ladies,der,
B2,nouns,Diskussion,der Diskussion,deliberation,der,
B2,nouns,Fehlen,der Fehlen,absence,der,
B2,nouns,Fort,der Fort,fort,der,
B2,verbs,sterben,sterben,dead,,
B2,nouns,Künstler,der Künstler,artist,der,
B2,nouns,Literatur,die Literatur,literature,die,
B2,adverbs,miteinander,miteinander,with each other,,
B2,nouns,Organisation,die Organisation,organization,die,
B2,nouns,Rennen,der Rennen,heat,der,
B2,adverbs,schade,schade,What a pity/shame!,,
B2,adverbs,schlimm,schlimm,bad,,
B2,nouns,Sekunden,der Sekunden,seconds,der,
B2,nouns,Türkei,der Türkei,Turkey,der,
B2,adverbs,verantwortlich,verantwortlich,answerable,,
B2,adverbs,weltweit,weltweit,across the world,,
B2,nouns,Wünsche,die Wünsche,requests,die,
B2,adverbs,zufrieden,zufrieden,pleased,,
B2,nouns,Zusammenarbeit,der Zusammenarbeit,association,der,
B2,verbs,berichten,berichten,reported back,,
B2,nouns,Düsseldorf,der Düsseldorf,Düsseldorf,der,
B2,nouns,Geburtstag,der Geburtstag,birthday,der,
B2,nouns,Gegensatz,der Gegensatz,antonym,der,
B2,adverbs,grundsätzlich,grundsätzlich,basically,,
B2,nouns,Insel,der Insel,island,der,
B2,nouns,Netz,der Netz,omentum,der,
B2,adverbs,normal,normal,standard,,
B2,nouns,Prozess,der Prozess,legal proceedings,der,
B2,nouns,Schwester,der Schwester,female sibling,der,
B2,adverbs,vorhanden,vorhanden,existent,,
B2,verbs,wünschen,wünschen,wish,,
B2,nouns,Zuhause,die Zuhause,home,die,
B2,nouns,Autor,der Autor,writer,der,
B2,nouns,Dienst,der Dienst,commission,der,
B2,adverbs,dumm,dumm,annoying,,
B2,nouns,Eindruck,der Eindruck,imprint,der,
B2,nouns,Entstehen,der Entstehen,accrual,der,
B2,nouns,Feiern,der Feiern,celebrations,der,
B2,nouns,Feuer,der Feuer,mettle,der,
B2,verbs,fühlen,fühlen,senses,,
B2,nouns,Geschehen,der Geschehen,events,der,
B2,nouns,Halle,die Halle,reception lobby,die,
B2,nouns,Interview,der Interview,interview,der,
B2,nouns,Kamera,der Kamera,still camera,der,
B2,nouns,Lachen,das Lachen,pools,das,
B2,nouns,Praxis,der Praxis,experience,der,
B2,adverbs,ruhig,ruhig,even,,
B2,nouns,Szene,die Szene,shot,die,
B2,nouns,Telefon,der Telefon,customer hotline,der,
B2,verbs,verhindern,verhindern,inhibit,,
B2,nouns,Weissen,der Weissen,limewash,der,
B2,nouns,Wetter,der Wetter,mine atmosphere,der,
B2,nouns,Album,das Album,album,das,
B2,adverbs,allgemein,allgemein,common,,
B2,nouns,Bundesliga,der Bundesliga,top division,der,
B2,nouns,Demokratie,die Demokratie,democracy,die,
B2,nouns,Extrem,der Extrem,extreme,der,
B2,nouns,Flughafen,der Flughafen,airport,der,
B2,verbs,bauen,bauen,constructed,,
B2,nouns,Grün,der Grün,green,der,
B2,adverbs,kostenlos,kostenlos,free,,
B2,nouns,Krankenhaus,der Krankenhaus,hospital,der,
B2,nouns,Link,der Link,hyperlink,der,
B2,adverbs,längst,längst,long ago,,
B2,nouns,Mund,der Mund,mouth,der,
B2,nouns,Osten,der Osten,East,der,
B2,nouns,Positiv,der Positiv,positive,der,
B2,nouns,Schützen,der Schützen,archers,der,
B2,adverbs,tot,tot,below ground,,
B2,nouns,Treten,der Treten,kick,der,
B2,nouns,Verkehr,der Verkehr,sexual intercourse,der,
B2,verbs,wen,wen,who,,
B2,nouns,Wiener,der Wiener,Vienna,der,
B2,nouns,Anschluss,der Anschluss,linkage,der,
B2,nouns,Anspruch,der Anspruch,requirement,der,
B2,nouns,Arm,der Arm,arm,der,
B2,nouns,Armee,die Armee,army,die,
B2,nouns,Auftrag,der Auftrag,job,der,
B2,nouns,Behandlung,die Behandlung,processing,die,
B2,nouns,Böse,die Böse,evil,die,
B2,adverbs,diesmal,diesmal,this time,,
B2,nouns,Dorf,der Dorf,village,der,
B2,verbs,erfolgen,erfolgen,taken place,,
B2,verbs,erscheinen,erscheinen,turns up,,
B2,nouns,Handeln,der Handeln,bargaining,der,
B2,nouns,Herbst,der Herbst,autumn,der,
B2,adverbs,hoffentlich,hoffentlich,I hope so,,
B2,nouns,Konzept,der Konzept,concept,der,
B2,verbs,kämpfen,kämpfen,fight,,
B2,nouns,Plus,der Plus,perks,der,
B2,nouns,Professor,der Professor,wonk,der,
B2,nouns,Spiegel,der Spiegel,mirror,der,
B2,nouns,Spitze,die Spitze,snide remark,die,
B2,nouns,Star,der Star,starling,der,
B2,nouns,Strassen,der Strassen,avenues,der,
B2,nouns,Test,der Test,testing and passing,der,
B2,nouns,Tour,die Tour,itinerary,die,
B2,nouns,Wunsch,der Wunsch,request,der,
B2,verbs,aussen,aussen,out,,
B2,nouns,Beiträge,die Beiträge,portions,die,
B2,nouns,Blut,der Blut,blood,der,
B2,nouns,Bürgermeister,der Bürgermeister,mayor,der,
B2,nouns,Büro,der Büro,office,der,
B2,nouns,Farbe,die Farbe,paint,die,
B2,nouns,Führung,die Führung,guided tour,die,
B2,nouns,Garten,der Garten,garden,der,
B2,nouns,Gegner,der Gegner,adversary,der,
B2,nouns,Gründe,die Gründe,motives,die,
B2,nouns,Gäste,die Gäste,guests,die,
B2,nouns,Heimat,der Heimat,home,der,
B2,nouns,Industrie,die Industrie,industrialism,die,
B2,adverbs,innen,innen,on the inside,,
B2,verbs,legen,legen,places,,
B2,nouns,Leitung,die Leitung,management,die,
B2,nouns,Lied,der Lied,song,der,
B2,nouns,Liga,der Liga,league,der,
B2,nouns,Mehrheit,die Mehrheit,majority,die,
B2,adverbs,offensichtlich,offensichtlich,perfectly clear,,
B2,nouns,Schliessen,der Schliessen,hasps,der,
B2,nouns,Schwarz,der Schwarz,black,der,
B2,adverbs,unglaublich,unglaublich,staggering,,
B2,adverbs,vorne,vorne,at the front,,
B2,nouns,Waffen,der Waffen,armament,der,
B2,nouns,Westen,der Westen,occident,der,
B2,nouns,Befinden,der Befinden,health,der,
B2,nouns,Bezug,der Bezug,procurement,der,
B2,nouns,Bilden,der Bilden,frames,der,
B2,nouns,Bus,der Bus,bus,der,
B2,nouns,England,der England,England,der,
B2,verbs,entstehen,entstehen,accrued,,
B2,nouns,Fernsehen,der Fernsehen,television,der,
B2,nouns,General,der General,General,der,
B2,verbs,schliessen,schliessen,jointless,,
B2,nouns,Kaiser,der Kaiser,emperor,der,
B2,nouns,Leiter,der Leiter,superintendent,der,
B2,nouns,Meer,der Meer,sea,der,
B2,nouns,Neun,der Neun,nine,der,
B2,nouns,Park,der Park,park,der,
B2,nouns,Polen,der Polen,Poland,der,
B2,nouns,Schwarzen,der Schwarzen,blacks,der,
B2,nouns,Theater,der Theater,dramatics,der,
B2,nouns,Traum,das Traum,dream,das,
B2,nouns,Verwendung,die Verwendung,application,die,
B2,nouns,Wirkung,die Wirkung,appeal,die,
B2,nouns,Anlage,die Anlage,attachment,die,
B2,nouns,Ausgabe,die Ausgabe,edition,die,
B2,nouns,Baby,der Baby,baby,der,
